Time,accX,accY,accZ,wx,wy,wz
2.870388,-1417.0,-134.0,-16195.0,41.0,-13.0,-46.0
2.880127999999999,-1537.0,-146.0,-16131.0,40.0,-10.0,-47.0
2.8902490000000007,-1581.0,-104.0,-16138.0,40.0,-5.0,-47.0
2.9001900000000003,157.0,-110.0,-16160.0,37.0,-2.0,-27.0
2.9101239999999997,229.0,-159.0,-16237.0,44.0,-4.0,-26.0
2.920375999999999,210.0,-115.0,-16240.0,34.0,-36.0,-25.0
2.9301460000000006,150.0,-113.0,-16262.0,45.0,-33.0,-28.0
2.9403179999999995,81.0,-128.0,-16161.0,44.0,-34.0,-31.0
2.9501790000000003,32.0,-188.0,-16086.0,48.0,-34.0,-31.0
2.9603319999999993,416.0,-198.0,-16076.0,30.0,-29.0,-13.0
2.9701590000000007,488.0,-140.0,-16157.0,23.0,-52.0,-14.0
2.9803219999999992,463.0,-140.0,-16225.0,28.0,-58.0,-11.0
2.9902029999999993,433.0,-147.0,-16268.0,37.0,-58.0,-16.0
3.0001599999999993,374.0,-152.0,-16212.0,46.0,-57.0,-12.0
3.0103399999999993,-757.0,-191.0,-16150.0,48.0,-56.0,-28.0
3.020163,-724.0,-189.0,-16104.0,38.0,-52.0,-26.0
3.0303559999999994,-727.0,-171.0,-16105.0,33.0,-28.0,-25.0
3.0401570000000007,-716.0,-168.0,-16164.0,20.0,-26.0,-26.0
3.050362,-700.0,-135.0,-16239.0,28.0,-35.0,-26.0
3.060136999999999,-708.0,-103.0,-16266.0,33.0,-29.0,-29.0
3.0703510000000005,-763.0,-81.0,-16214.0,41.0,-32.0,-34.0
3.0801689999999997,-785.0,-94.0,-16170.0,44.0,-35.0,-33.0
3.0901890000000005,-795.0,-94.0,-16116.0,36.0,-22.0,-35.0
3.100199,-754.0,-116.0,-16103.0,29.0,-24.0,-38.0
3.1103299999999994,-718.0,-152.0,-16168.0,22.0,-22.0,-36.0
3.120196999999999,-745.0,-155.0,-16216.0,29.0,-23.0,-34.0
3.1302400000000006,-342.0,-202.0,-16259.0,30.0,-21.0,-34.0
3.1401020000000006,-338.0,-224.0,-16235.0,39.0,-20.0,-31.0
3.150231999999999,-331.0,-214.0,-16146.0,41.0,-20.0,-31.0
3.160292,-331.0,-219.0,-16135.0,41.0,-24.0,-33.0
3.170228999999999,-330.0,-192.0,-16077.0,29.0,-28.0,-31.0
3.1802960000000002,-338.0,-169.0,-16131.0,28.0,-28.0,-28.0
3.190237999999999,77.0,-135.0,-16221.0,25.0,-24.0,-21.0
3.2000910000000005,2.0,-112.0,-16266.0,32.0,-46.0,-19.0
3.210241,5.0,-108.0,-16237.0,37.0,-46.0,-19.0
3.220117,-53.0,-77.0,-16170.0,40.0,-41.0,-20.0
3.2303879999999996,-93.0,-95.0,-16106.0,39.0,-47.0,-25.0
3.240133,-83.0,-116.0,-16108.0,29.0,-40.0,-26.0
3.250406,-361.0,-109.0,-16164.0,20.0,-39.0,-24.0
3.260121,-369.0,-130.0,-16211.0,21.0,-35.0,-28.0
3.270396,-328.0,-151.0,-16258.0,32.0,-37.0,-27.0
3.2801170000000006,-308.0,-164.0,-16217.0,40.0,-39.0,-24.0
3.2902579999999997,-246.0,-200.0,-16171.0,43.0,-38.0,-27.0
3.3002450000000003,-235.0,-203.0,-16097.0,43.0,-40.0,-28.0
3.310276,-503.0,-212.0,-16108.0,31.0,-40.0,-30.0
3.3200590000000005,-496.0,-177.0,-16141.0,26.0,-28.0,-29.0
3.3302840000000007,-527.0,-197.0,-16214.0,25.0,-28.0,-29.0
